Nfact;FechaVenta;FechaPago;PrecioVenta;CostoVenta;Margen;ProdId;Sucursal;IdCliente
2567;2019-08-29 00:00:00,000;2019-11-17 00:00:00,000;372322418;189884433;182437985;1536;"C02";4932
2593;2019-09-25 00:00:00,000;2019-11-09 00:00:00,000;235570768;115429676;120141092;1527;"C02";4935
2602;2019-10-03 00:00:00,000;2019-12-16 00:00:00,000;590444168;247986550;342457617;1536;"C02";4811
2608;2019-10-07 00:00:00,000;2019-11-16 00:00:00,000;216325292;103836140;112489152;1542;"C02";4925
2639;2019-11-08 00:00:00,000;2020-01-15 00:00:00,000;96173343;60589206;35584137;1538;"C02";4888
2654;2019-11-28 00:00:00,000;2020-02-15 00:00:00,000;523460683;314076410;209384273;1553;"C02";4850
2664;2019-12-12 00:00:00,000;2020-01-11 00:00:00,000;194384839;73866239;120518600;1528;"C02";4813
2676;2019-12-29 00:00:00,000;2020-02-04 00:00:00,000;171087170;88965328;82121841;1540;"C02";4926
2678;2019-12-31 00:00:00,000;2020-02-03 00:00:00,000;618640777;278388349;340252427;1542;"C02";4865
2680;2020-01-01 00:00:00,000;2020-02-26 00:00:00,000;49110971;27993253;21117718;1544;"C02";4935
2683;2020-01-03 00:00:00,000;2020-03-14 00:00:00,000;436810838;157251902;279558936;1547;"C02";4908
2685;2020-01-05 00:00:00,000;2020-02-08 00:00:00,000;118334115;49700328;68633786;1549;"C02";4831
2698;2020-01-20 00:00:00,000;2020-03-03 00:00:00,000;99629024;39851610;59777415;1527;"C02";4849
2731;2020-02-19 00:00:00,000;2020-05-19 00:00:00,000;307791822;181597175;126194647;1525;"C02";4813
2732;2020-02-19 00:00:00,000;2020-03-22 00:00:00,000;526017241;299829827;226187413;1526;"C02";4836
2733;2020-02-20 00:00:00,000;2020-04-13 00:00:00,000;429837396;266499185;163338210;1527;"C02";4889
2739;2020-02-26 00:00:00,000;2020-04-23 00:00:00,000;327543260;134292737;193250523;1533;"C02";4854
2742;2020-03-01 00:00:00,000;2020-05-06 00:00:00,000;354949893;170375949;184573944;1536;"C02";4821
2760;2020-03-21 00:00:00,000;2020-05-03 00:00:00,000;129176837;67171955;62004882;1554;"C02";4917
2762;2020-03-22 00:00:00,000;2020-04-19 00:00:00,000;294373560;191342814;103030746;1521;"C02";4868
2771;2020-04-08 00:00:00,000;2020-06-10 00:00:00,000;436209485;183207984;253001501;1530;"C02";4916
2773;2020-04-17 00:00:00,000;2020-05-17 00:00:00,000;700383236;315172456;385210780;1532;"C02";4874
2779;2020-04-27 00:00:00,000;2020-05-29 00:00:00,000;241820208;152346731;89473477;1538;"C02";4931
2788;2020-05-05 00:00:00,000;2020-07-03 00:00:00,000;432542683;190318781;242223903;1547;"C02";4807
2806;2020-05-26 00:00:00,000;2020-08-17 00:00:00,000;249093702;97146544;151947158;1530;"C02";4905
2812;2020-05-29 00:00:00,000;2020-08-08 00:00:00,000;112461068;59604366;52856702;1536;"C02";4917
2869;2020-07-26 00:00:00,000;2020-09-30 00:00:00,000;533854975;288281687;245573289;1523;"C02";4897
2882;2020-08-04 00:00:00,000;2020-09-08 00:00:00,000;288781879;161717852;127064027;1536;"C02";4805
2884;2020-08-06 00:00:00,000;2020-10-27 00:00:00,000;236084893;134568389;101516504;1538;"C02";4924
2897;2020-08-18 00:00:00,000;2020-10-09 00:00:00,000;733515486;476785066;256730420;1551;"C02";4893
2918;2020-09-07 00:00:00,000;2020-11-07 00:00:00,000;191338310;122456518;68881792;1537;"C02";4889
2930;2020-09-24 00:00:00,000;2020-12-15 00:00:00,000;637770582;376284643;261485939;1549;"C02";4821
2932;2020-09-25 00:00:00,000;2020-11-20 00:00:00,000;63546237;36221355;27324882;1551;"C02";4840
2955;2020-10-13 00:00:00,000;2020-11-19 00:00:00,000;768089522;483896399;284193123;1539;"C02";4894
2956;2020-10-13 00:00:00,000;2020-11-29 00:00:00,000;645856475;322928238;322928238;1540;"C02";4851
2973;2020-11-03 00:00:00,000;2021-01-29 00:00:00,000;755589744;340015385;415574359;1522;"C02";4879
2982;2020-11-14 00:00:00,000;2021-01-08 00:00:00,000;104415751;59516978;44898773;1531;"C02";4828
2984;2020-11-16 00:00:00,000;2021-02-13 00:00:00,000;266273143;103846526;162426617;1533;"C02";4886
2985;2020-11-16 00:00:00,000;2021-01-29 00:00:00,000;530819615;329108161;201711454;1534;"C02";4807
2994;2020-11-25 00:00:00,000;2021-02-17 00:00:00,000;432995253;251137247;181858006;1543;"C02";4805
3001;2020-12-08 00:00:00,000;2021-01-18 00:00:00,000;523438690;188437928;335000762;1550;"C02";4801
3003;2020-12-09 00:00:00,000;2021-03-01 00:00:00,000;751991444;323356321;428635123;1552;"C02";4887
3005;2020-12-10 00:00:00,000;2021-02-16 00:00:00,000;301210186;153617195;147592991;1554;"C02";4808
3016;2020-12-19 00:00:00,000;2021-01-15 00:00:00,000;216567405;127774769;88792636;1530;"C02";4898
3017;2020-12-21 00:00:00,000;2021-02-12 00:00:00,000;150040369;64517358;85523010;1531;"C02";4871
3028;2021-01-02 00:00:00,000;2021-03-25 00:00:00,000;725589112;253956189;471632923;1542;"C02";4823
3042;2021-01-18 00:00:00,000;2021-02-26 00:00:00,000;673431192;356918532;316512660;1521;"C02";4810
3063;2021-02-18 00:00:00,000;2021-03-21 00:00:00,000;769993084;354196819;415796265;1542;"C02";4910
3077;2021-02-27 00:00:00,000;2021-05-24 00:00:00,000;144037711;79220741;64816970;1521;"C02";4908
3078;2021-03-01 00:00:00,000;2021-04-20 00:00:00,000;8346561;3505556;4841006;1522;"C02";4928
3081;2021-03-04 00:00:00,000;2021-04-28 00:00:00,000;322408508;154756084;167652424;1525;"C02";4858
3092;2021-03-17 00:00:00,000;2021-05-01 00:00:00,000;164380840;75615186;88765654;1536;"C02";4863
3100;2021-03-27 00:00:00,000;2021-05-03 00:00:00,000;328437664;170787585;157650079;1544;"C02";4876
3115;2021-04-16 00:00:00,000;2021-05-31 00:00:00,000;19764648;8103506;11661142;1524;"C02";4821
3128;2021-04-28 00:00:00,000;2021-07-19 00:00:00,000;107774981;38798993;68975988;1537;"C02";4820
3144;2021-05-14 00:00:00,000;2021-08-11 00:00:00,000;499164026;249582013;249582013;1553;"C02";4882
3145;2021-05-14 00:00:00,000;2021-08-04 00:00:00,000;392895344;168944998;223950346;1554;"C02";4907
3148;2021-05-17 00:00:00,000;2021-06-27 00:00:00,000;339297539;118754139;220543400;1522;"C02";4933
3151;2021-05-21 00:00:00,000;2021-07-01 00:00:00,000;242140843;135598872;106541971;1525;"C02";4834
3165;2021-06-09 00:00:00,000;2021-08-14 00:00:00,000;547525063;323039787;224485276;1539;"C02";4892
3180;2021-06-22 00:00:00,000;2021-08-05 00:00:00,000;696686797;397111474;299575323;1554;"C02";4820
3185;2021-06-27 00:00:00,000;2021-08-01 00:00:00,000;478322755;167412964;310909791;1524;"C02";4879
3201;2021-07-17 00:00:00,000;2021-09-10 00:00:00,000;112126126;61669369;50456757;1540;"C02";4848
3242;2021-09-04 00:00:00,000;2021-12-01 00:00:00,000;407238537;191402112;215836425;1546;"C02";4906
3251;2021-09-24 00:00:00,000;2021-10-26 00:00:00,000;322363585;125721798;196641787;1555;"C02";4903
3256;2021-10-01 00:00:00,000;2021-12-21 00:00:00,000;450613076;283886238;166726838;1525;"C02";4805
3262;2021-10-08 00:00:00,000;2021-11-06 00:00:00,000;606049122;260601123;345448000;1531;"C02";4835
3286;2021-11-06 00:00:00,000;2022-01-25 00:00:00,000;318932204;191359322;127572882;1555;"C02";4910
3321;2021-12-07 00:00:00,000;2022-03-02 00:00:00,000;629788765;371575371;258213394;1555;"C02";4848
3322;2021-12-08 00:00:00,000;2022-02-04 00:00:00,000;768753332;315188866;453564466;1521;"C02";4850
3326;2021-12-13 00:00:00,000;2022-02-17 00:00:00,000;493891962;261762740;232129222;1525;"C02";4853
1290;2015-02-16 00:00:00,000;2015-03-08 00:00:00,000;32843796;27563117;5280679;1544;"N01";4879
1291;2015-02-16 00:00:00,000;2015-05-01 00:00:00,000;32843796;30339947;2503849;1527;"N01";4879
1292;2015-02-16 00:00:00,000;2015-03-20 00:00:00,000;32843796;30172653;2671143;1526;"N01";4879
1293;2015-02-16 00:00:00,000;2015-02-21 00:00:00,000;32843796;33774964;-931168;1554;"N01";4879
1296;2015-02-18 00:00:00,000;2015-03-15 00:00:00,000;14051142;31015566;-16964424;1530;"N01";4878
1330;2015-03-25 00:00:00,000;2015-05-10 00:00:00,000;31972676;33846226;-1873550;1525;"N01";4885
1364;2015-05-05 00:00:00,000;2015-06-23 00:00:00,000;96775010;33774964;63000046;1554;"N01";4833
1365;2015-05-05 00:00:00,000;2015-08-03 00:00:00,000;96775010;35435914;61339096;1539;"N01";4833
1366;2015-05-05 00:00:00,000;2015-07-07 00:00:00,000;96775010;33493114;63281896;1534;"N01";4833
1367;2015-05-05 00:00:00,000;2015-08-03 00:00:00,000;96775010;31654264;65120746;1548;"N01";4833
1423;2015-06-25 00:00:00,000;2015-07-08 00:00:00,000;61383968;35435914;25948054;1539;"N01";4875
1479;2015-08-25 00:00:00,000;2015-10-12 00:00:00,000;49666213;29839505;19826708;1522;"N01";4810
1480;2015-08-25 00:00:00,000;2015-11-24 00:00:00,000;49666213;30580490;19085723;1536;"N01";4810
1481;2015-08-25 00:00:00,000;2015-11-03 00:00:00,000;49666213;29410295;20255918;1537;"N01";4810
1482;2015-08-25 00:00:00,000;2015-08-27 00:00:00,000;49666213;37718661;11947552;1550;"N01";4810
1500;2015-09-20 00:00:00,000;2015-11-29 00:00:00,000;12958998;31960772;-19001774;1523;"N01";4846
1527;2015-10-27 00:00:00,000;2016-01-15 00:00:00,000;87436488;39637083;47799405;1528;"N01";4846
1553;2015-11-29 00:00:00,000;2016-01-20 00:00:00,000;60015319;33544527;26470792;1533;"N01";4837
1566;2015-12-18 00:00:00,000;2016-01-09 00:00:00,000;62803549;37718661;25084888;1550;"N01";4838
1580;2015-12-27 00:00:00,000;2016-03-12 00:00:00,000;81075382;35676075;45399307;1538;"N01";4875
1608;2016-02-08 00:00:00,000;2016-03-03 00:00:00,000;70839576;37266935;33572641;1542;"N01";4808
1611;2016-02-08 00:00:00,000;2016-04-19 00:00:00,000;70839576;37718661;33120915;1550;"N01";4808
1612;2016-02-08 00:00:00,000;2016-02-10 00:00:00,000;70839576;39372824;31466752;1543;"N01";4808
1613;2016-02-08 00:00:00,000;2016-03-24 00:00:00,000;70839576;33544527;37295049;1533;"N01";4808
1651;2016-03-25 00:00:00,000;2016-05-21 00:00:00,000;33401238;27800003;5601235;1552;"N01";4869
1652;2016-03-25 00:00:00,000;2016-04-28 00:00:00,000;33401238;33774964;-373726;1554;"N01";4869
1653;2016-03-25 00:00:00,000;2016-05-07 00:00:00,000;33401238;28454772;4946466;1546;"N01";4869
1654;2016-03-25 00:00:00,000;2016-05-09 00:00:00,000;33401238;30826161;2575077;1555;"N01";4869
1699;2016-05-03 00:00:00,000;2016-07-26 00:00:00,000;13649400;29779423;-16130023;1524;"N01";4818
1700;2016-05-03 00:00:00,000;2016-07-14 00:00:00,000;47008984;28454772;18554212;1546;"N01";4902
1704;2016-05-03 00:00:00,000;2016-06-12 00:00:00,000;13649400;30929926;-17280526;1541;"N01";4818
1705;2016-05-03 00:00:00,000;2016-05-23 00:00:00,000;13649400;32378412;-18729012;1531;"N01";4818
1706;2016-05-03 00:00:00,000;2016-07-29 00:00:00,000;13649400;39637083;-25987683;1528;"N01";4818
1707;2016-05-04 00:00:00,000;2016-05-10 00:00:00,000;27895333;35422391;-7527058;1545;"N01";4812
1712;2016-05-04 00:00:00,000;2016-06-10 00:00:00,000;27895333;39637083;-11741750;1528;"N01";4812
1713;2016-05-04 00:00:00,000;2016-06-04 00:00:00,000;27895333;27563117;332216;1544;"N01";4812
1714;2016-05-04 00:00:00,000;2016-06-22 00:00:00,000;27895333;31960772;-4065439;1523;"N01";4812
1748;2016-06-06 00:00:00,000;2016-08-28 00:00:00,000;74131599;30929926;43201673;1541;"N01";4849
1751;2016-06-09 00:00:00,000;2016-07-14 00:00:00,000;9626671;31666202;-22039531;1521;"N01";4825
1755;2016-06-09 00:00:00,000;2016-06-26 00:00:00,000;9626671;29184176;-19557505;1529;"N01";4825
1756;2016-06-09 00:00:00,000;2016-08-03 00:00:00,000;9626671;29839505;-20212834;1522;"N01";4825
1757;2016-06-09 00:00:00,000;2016-08-06 00:00:00,000;9626671;30253926;-20627255;1547;"N01";4825
1777;2016-06-30 00:00:00,000;2016-09-14 00:00:00,000;49320232;30826161;18494071;1555;"N01";4832
1778;2016-06-30 00:00:00,000;2016-09-08 00:00:00,000;49320232;31654264;17665968;1548;"N01";4832
1779;2016-06-30 00:00:00,000;2016-07-03 00:00:00,000;49320232;34347677;14972555;1532;"N01";4832
1780;2016-06-30 00:00:00,000;2016-07-13 00:00:00,000;49320232;29184176;20136056;1529;"N01";4832
1834;2016-08-31 00:00:00,000;2016-09-02 00:00:00,000;92243267;30253926;61989341;1547;"N01";4856
1889;2016-11-12 00:00:00,000;2017-01-28 00:00:00,000;57330170;29184176;28145994;1529;"N01";4872
1911;2016-12-17 00:00:00,000;2017-02-19 00:00:00,000;58226237;33341159;24885078;1535;"N01";4891
1932;2017-01-11 00:00:00,000;2017-01-26 00:00:00,000;53424941;34978105;18446836;1551;"N01";4914
1957;2017-02-02 00:00:00,000;2017-02-15 00:00:00,000;54766756;28764214;26002542;1553;"N01";4846
1987;2017-03-07 00:00:00,000;2017-04-30 00:00:00,000;4789350;30172653;-25383303;1526;"N01";4903
2053;2017-05-23 00:00:00,000;2017-06-20 00:00:00,000;70478566;32378412;38100154;1531;"N01";4901
2056;2017-05-23 00:00:00,000;2017-05-29 00:00:00,000;70478566;33544527;36934039;1533;"N01";4901
2057;2017-05-23 00:00:00,000;2017-07-14 00:00:00,000;70478566;34978105;35500461;1551;"N01";4901
2058;2017-05-23 00:00:00,000;2017-06-06 00:00:00,000;70478566;30339947;40138619;1527;"N01";4901
2067;2017-05-29 00:00:00,000;2017-07-08 00:00:00,000;88973352;31654264;57319088;1548;"N01";4872
2087;2017-06-11 00:00:00,000;2017-08-21 00:00:00,000;71798917;30580490;41218427;1536;"N01";4842
2089;2017-06-14 00:00:00,000;2017-07-21 00:00:00,000;27285959;30339947;-3053988;1527;"N01";4837
2168;2017-08-28 00:00:00,000;2017-10-15 00:00:00,000;8935402;34347677;-25412275;1532;"N01";4811
2169;2017-08-28 00:00:00,000;2017-11-10 00:00:00,000;85042784;39372824;45669960;1543;"N01";4921
2171;2017-08-28 00:00:00,000;2017-09-04 00:00:00,000;8935402;28764214;-19828812;1553;"N01";4811
2172;2017-08-28 00:00:00,000;2017-11-11 00:00:00,000;8935402;44980798;-36045396;1540;"N01";4811
2173;2017-08-28 00:00:00,000;2017-09-04 00:00:00,000;8935402;30580490;-21645088;1536;"N01";4811
2217;2017-10-15 00:00:00,000;2017-11-01 00:00:00,000;17657002;33493114;-15836112;1534;"N01";4812
2219;2017-10-15 00:00:00,000;2017-11-23 00:00:00,000;17657002;31960772;-14303770;1523;"N01";4812
2220;2017-10-15 00:00:00,000;2017-11-08 00:00:00,000;17657002;27800003;-10143001;1552;"N01";4812
2221;2017-10-15 00:00:00,000;2017-12-22 00:00:00,000;17657002;28764214;-11107212;1553;"N01";4812
2234;2017-10-27 00:00:00,000;2018-01-01 00:00:00,000;27064645;31243926;-4179281;1549;"N01";4818
2235;2017-10-27 00:00:00,000;2017-12-31 00:00:00,000;27064645;30253926;-3189281;1547;"N01";4818
2236;2017-10-27 00:00:00,000;2017-12-27 00:00:00,000;27064645;37266935;-10202290;1542;"N01";4818
2237;2017-10-27 00:00:00,000;2017-11-02 00:00:00,000;27064645;30929926;-3865281;1541;"N01";4818
2247;2017-11-06 00:00:00,000;2018-01-16 00:00:00,000;41225575;44980798;-3755223;1540;"N01";4867
2248;2017-11-06 00:00:00,000;2018-02-03 00:00:00,000;41225575;30826161;10399414;1555;"N01";4867
2249;2017-11-06 00:00:00,000;2017-12-01 00:00:00,000;41225575;33341159;7884416;1535;"N01";4867
2250;2017-11-06 00:00:00,000;2018-01-23 00:00:00,000;41225575;31666202;9559373;1521;"N01";4867
2387;2019-02-15 00:00:00,000;2019-04-07 00:00:00,000;609350802;396078022;213272781;1531;"N01";4866
2388;2019-02-16 00:00:00,000;2019-03-26 00:00:00,000;584548460;321501653;263046807;1532;"N01";4885
2389;2019-02-16 00:00:00,000;2019-04-04 00:00:00,000;263487278;102760039;160727240;1533;"N01";4883
2390;2019-02-19 00:00:00,000;2019-04-20 00:00:00,000;545625442;223706431;321919011;1534;"N01";4925
2427;2019-03-27 00:00:00,000;2019-05-11 00:00:00,000;529637371;233040443;296596928;1536;"N01";4888
2445;2019-04-14 00:00:00,000;2019-05-27 00:00:00,000;148067832;93282734;54785098;1554;"N01";4873
2461;2019-04-26 00:00:00,000;2019-05-30 00:00:00,000;226156711;101770520;124386191;1535;"N01";4884
2462;2019-04-27 00:00:00,000;2019-06-07 00:00:00,000;753095062;286176124;466918938;1536;"N01";4917
2463;2019-04-27 00:00:00,000;2019-07-22 00:00:00,000;102372221;40948888;61423332;1537;"N01";4847
2464;2019-04-30 00:00:00,000;2019-07-06 00:00:00,000;531647479;202026042;329621437;1538;"N01";4849
2576;2019-09-07 00:00:00,000;2019-11-03 00:00:00,000;55366838;26022414;29344424;1545;"N01";4885
2577;2019-09-08 00:00:00,000;2019-12-01 00:00:00,000;300609624;126256042;174353582;1546;"N01";4803
2578;2019-09-09 00:00:00,000;2019-10-22 00:00:00,000;709611914;411574910;298037004;1547;"N01";4916
2579;2019-09-10 00:00:00,000;2019-11-23 00:00:00,000;673524688;397379566;276145122;1548;"N01";4903
2641;2019-11-11 00:00:00,000;2020-01-17 00:00:00,000;641468437;237343322;404125115;1540;"N01";4943
2708;2020-01-28 00:00:00,000;2020-04-06 00:00:00,000;184812003;68380441;116431562;1537;"N01";4846
2709;2020-01-29 00:00:00,000;2020-04-06 00:00:00,000;44975390;28784250;16191141;1538;"N01";4836
2710;2020-01-31 00:00:00,000;2020-02-25 00:00:00,000;4512027;1804811;2707216;1539;"N01";4837
2736;2020-02-23 00:00:00,000;2020-04-24 00:00:00,000;82921408;45606774;37314634;1530;"N01";4929
2748;2020-03-05 00:00:00,000;2020-04-26 00:00:00,000;168899729;60803903;108095827;1542;"N01";4901
2749;2020-03-06 00:00:00,000;2020-04-29 00:00:00,000;236292984;144138720;92154264;1543;"N01";4843
2750;2020-03-07 00:00:00,000;2020-05-24 00:00:00,000;154845984;75874532;78971452;1544;"N01";4903
2751;2020-03-07 00:00:00,000;2020-04-04 00:00:00,000;559047753;206847669;352200085;1545;"N01";4937
2796;2020-05-14 00:00:00,000;2020-08-06 00:00:00,000;514461063;205784425;308676638;1555;"N01";4869
2797;2020-05-16 00:00:00,000;2020-08-02 00:00:00,000;3239698;1749437;1490261;1521;"N01";4871
2801;2020-05-20 00:00:00,000;2020-08-08 00:00:00,000;140683523;84410114;56273409;1525;"N01";4807
2802;2020-05-21 00:00:00,000;2020-07-31 00:00:00,000;764142384;496692550;267449834;1526;"N01";4892
2803;2020-05-22 00:00:00,000;2020-07-02 00:00:00,000;739146151;354790152;384355998;1527;"N01";4831
2804;2020-05-23 00:00:00,000;2020-07-16 00:00:00,000;761271662;319734098;441537564;1528;"N01";4806
2809;2020-05-27 00:00:00,000;2020-08-09 00:00:00,000;278941644;100418992;178522652;1533;"N01";4941
2810;2020-05-27 00:00:00,000;2020-08-05 00:00:00,000;397537024;222620733;174916290;1534;"N01";4944
2811;2020-05-29 00:00:00,000;2020-07-24 00:00:00,000;749985662;382492688;367492974;1535;"N01";4826
2843;2020-06-27 00:00:00,000;2020-09-09 00:00:00,000;82396751;47790116;34606635;1532;"N01";4806
2844;2020-06-27 00:00:00,000;2020-09-05 00:00:00,000;227186313;147671103;79515210;1533;"N01";4906
2852;2020-07-06 00:00:00,000;2020-08-17 00:00:00,000;409982518;151693532;258288987;1541;"N01";4816
2853;2020-07-06 00:00:00,000;2020-10-01 00:00:00,000;259176173;150322180;108853993;1542;"N01";4838
2854;2020-07-07 00:00:00,000;2020-10-04 00:00:00,000;7025079;3161286;3863794;1543;"N01";4915
2874;2020-07-27 00:00:00,000;2020-08-29 00:00:00,000;570920542;245495833;325424709;1528;"N01";4849
2875;2020-07-30 00:00:00,000;2020-09-25 00:00:00,000;384232666;192116333;192116333;1529;"N01";4900
2876;2020-07-30 00:00:00,000;2020-09-27 00:00:00,000;216274470;125439192;90835277;1530;"N01";4891
2877;2020-07-31 00:00:00,000;2020-08-30 00:00:00,000;412782698;239413965;173368733;1531;"N01";4851
2887;2020-08-08 00:00:00,000;2020-10-26 00:00:00,000;534381871;245815660;288566210;1541;"N01";4847
2898;2020-08-19 00:00:00,000;2020-11-14 00:00:00,000;79062673;47437604;31625069;1552;"N01";4802
3054;2021-01-29 00:00:00,000;2021-03-13 00:00:00,000;327464658;124436570;203028088;1533;"N01";4858
3084;2021-03-09 00:00:00,000;2021-05-01 00:00:00,000;630001117;340200603;289800514;1528;"N01";4885
3116;2021-04-17 00:00:00,000;2021-05-28 00:00:00,000;531054685;249595702;281458983;1525;"N01";4834
3153;2021-05-24 00:00:00,000;2021-07-14 00:00:00,000;529149681;232825860;296323821;1527;"N01";4937
3154;2021-05-25 00:00:00,000;2021-07-27 00:00:00,000;424442045;250420806;174021238;1528;"N01";4846
3155;2021-05-26 00:00:00,000;2021-08-23 00:00:00,000;402957272;145064618;257892654;1529;"N01";4902
3164;2021-06-09 00:00:00,000;2021-08-26 00:00:00,000;255562030;155892838;99669192;1538;"N01";4911
3186;2021-06-27 00:00:00,000;2021-08-18 00:00:00,000;275996474;129718343;146278131;1525;"N01";4833
3218;2021-08-09 00:00:00,000;2021-09-21 00:00:00,000;574343444;223993943;350349501;1522;"N01";4943
3265;2021-10-13 00:00:00,000;2021-12-24 00:00:00,000;330260681;158525127;171735554;1534;"N01";4916
3266;2021-10-14 00:00:00,000;2021-11-20 00:00:00,000;516953176;217120334;299832842;1535;"N01";4862
3268;2021-10-16 00:00:00,000;2021-11-20 00:00:00,000;564638243;225855297;338782946;1537;"N01";4918
3269;2021-10-17 00:00:00,000;2021-12-03 00:00:00,000;394119539;177353793;216765746;1538;"N01";4840
3270;2021-10-19 00:00:00,000;2021-12-31 00:00:00,000;225611010;119573836;106037175;1539;"N01";4943
3282;2021-11-04 00:00:00,000;2021-12-09 00:00:00,000;313585699;156792850;156792850;1551;"N01";4938
3283;2021-11-05 00:00:00,000;2021-12-08 00:00:00,000;293132038;134840737;158291300;1552;"N01";4860
3316;2021-12-02 00:00:00,000;2022-01-10 00:00:00,000;304965126;176879773;128085353;1550;"N01";4902
3317;2021-12-03 00:00:00,000;2022-03-01 00:00:00,000;140729636;68957521;71772114;1551;"N01";4804
3318;2021-12-04 00:00:00,000;2022-02-07 00:00:00,000;448817280;278266713;170550566;1552;"N01";4927
3325;2021-12-10 00:00:00,000;2022-03-01 00:00:00,000;635530368;387673524;247856843;1524;"N01";4894
3331;2021-12-20 00:00:00,000;2022-03-06 00:00:00,000;356988570;142795428;214193142;1530;"N01";4920
3332;2021-12-23 00:00:00,000;2022-02-14 00:00:00,000;674865799;317186925;357678873;1531;"N01";4934
3333;2021-12-24 00:00:00,000;2022-03-20 00:00:00,000;157045323;61247676;95797647;1532;"N01";4872
3334;2021-12-24 00:00:00,000;2022-01-29 00:00:00,000;589070526;312207379;276863147;1533;"N01";4832
1245;2015-01-02 00:00:00,000;2015-02-16 00:00:00,000;18736177;32378412;-13642235;1531;"S04";4824
1246;2015-01-03 00:00:00,000;2015-03-20 00:00:00,000;49711366;31243926;18467440;1549;"N07";4834
1247;2015-01-04 00:00:00,000;2015-02-10 00:00:00,000;39373130;29779423;9593707;1524;"S01";4891
1248;2015-01-06 00:00:00,000;2015-03-11 00:00:00,000;56968643;33341159;23627484;1535;"C07";4852
1249;2015-01-08 00:00:00,000;2015-03-23 00:00:00,000;92123838;33544527;58579311;1533;"N06";4886
1250;2015-01-09 00:00:00,000;2015-03-06 00:00:00,000;22478628;29839505;-7360877;1522;"N08";4803
1252;2015-01-09 00:00:00,000;2015-03-13 00:00:00,000;74216961;27800003;46416958;1552;"S04";4818
1255;2015-01-10 00:00:00,000;2015-03-19 00:00:00,000;95670944;31654264;64016680;1548;"S04";4912
1257;2015-01-12 00:00:00,000;2015-03-20 00:00:00,000;45602547;35422391;10180156;1545;"S04";4835
1260;2015-01-12 00:00:00,000;2015-04-07 00:00:00,000;42738670;31666202;11072468;1521;"C05";4837
1261;2015-01-13 00:00:00,000;2015-03-07 00:00:00,000;3562111;31015566;-27453455;1530;"N04";4899
1263;2015-01-15 00:00:00,000;2015-04-05 00:00:00,000;55330578;30339947;24990631;1527;"C05";4838
1264;2015-01-19 00:00:00,000;2015-02-15 00:00:00,000;10595026;30339947;-19744921;1527;"S02";4909
1266;2015-01-20 00:00:00,000;2015-03-05 00:00:00,000;4100776;27563117;-23462341;1544;"N07";4821
1267;2015-01-20 00:00:00,000;2015-04-21 00:00:00,000;89111811;31960772;57151039;1523;"C07";4807
1268;2015-01-22 00:00:00,000;2015-03-18 00:00:00,000;39171628;29410295;9761333;1537;"C07";4878
1271;2015-01-23 00:00:00,000;2015-04-02 00:00:00,000;76187609;39637083;36550526;1528;"C07";4811
1272;2015-01-23 00:00:00,000;2015-03-10 00:00:00,000;46744559;39372824;7371735;1543;"C06";4893
1273;2015-01-27 00:00:00,000;2015-02-28 00:00:00,000;55040568;30580490;24460078;1536;"N02";4880
1274;2015-01-31 00:00:00,000;2015-04-19 00:00:00,000;12091418;30929926;-18838508;1541;"N08";4834
1275;2015-02-01 00:00:00,000;2015-03-04 00:00:00,000;76118137;44980798;31137339;1540;"S05";4872
1276;2015-02-01 00:00:00,000;2015-04-11 00:00:00,000;49585887;30826161;18759726;1555;"S05";4918
1278;2015-02-04 00:00:00,000;2015-04-24 00:00:00,000;3598257;33341159;-29742902;1535;"N05";4923
1280;2015-02-05 00:00:00,000;2015-05-03 00:00:00,000;20082715;27800003;-7717288;1552;"N08";4865
1282;2015-02-08 00:00:00,000;2015-05-05 00:00:00,000;38611970;31654264;6957706;1548;"N04";4816
1283;2015-02-09 00:00:00,000;2015-04-27 00:00:00,000;81387746;30580490;50807256;1536;"N05";4849
1284;2015-02-09 00:00:00,000;2015-05-07 00:00:00,000;54361363;39637083;14724280;1528;"N07";4860
1285;2015-02-11 00:00:00,000;2015-04-08 00:00:00,000;56019364;33341159;22678205;1535;"S05";4852
1287;2015-02-13 00:00:00,000;2015-05-06 00:00:00,000;9914019;28454772;-18540753;1546;"N03";4910
1288;2015-02-15 00:00:00,000;2015-05-08 00:00:00,000;46798780;32378412;14420368;1531;"N06";4837
1289;2015-02-16 00:00:00,000;2015-04-14 00:00:00,000;33992719;28454772;5537947;1546;"N04";4821
1294;2015-02-17 00:00:00,000;2015-04-10 00:00:00,000;89872572;31666202;58206370;1521;"N08";4822
1295;2015-02-17 00:00:00,000;2015-05-15 00:00:00,000;45986046;28764214;17221832;1553;"C06";4810
1297;2015-02-18 00:00:00,000;2015-03-07 00:00:00,000;68771575;30929926;37841649;1541;"S02";4811
1298;2015-02-18 00:00:00,000;2015-05-15 00:00:00,000;90004662;33544527;56460135;1533;"S03";4857
1299;2015-02-21 00:00:00,000;2015-03-16 00:00:00,000;96375055;39637083;56737972;1528;"N04";4805
1300;2015-02-22 00:00:00,000;2015-02-25 00:00:00,000;53527501;30580490;22947011;1536;"S02";4936
1301;2015-02-23 00:00:00,000;2015-05-12 00:00:00,000;71109516;37718661;33390855;1550;"N08";4827
